record_id,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,temperature_c,humidity_pct,soil_ph,rainfall_mm,soil_moisture_pct,organic_matter_pct,sunlight_hours,altitude_m,soil_type,region,state,season,irrigation_method,crop_label
SF-00550,62.10,35.20,70.40,28.10,41.10,7.20,763.10,40.50,1.56,11.20,870.00,red,west,Goa,kharif,drip,cotton
SF-00964,40.50,40.60,51.00,21.40,54.20,6.70,691.40,32.40,1.79,8.90,614.00,red,central,Chhattisgarh,rabi,drip,kidneybeans
SF-01470,53.60,53.60,44.70,27.30,53.10,6.10,927.20,21.10,2.31,11.20,362.00,loam,south,Andhra Pradesh,zaid,drip,groundnut
SF-01867,69.30,41.90,65.60,13.30,66.80,6.40,1211.20,42.40,3.90,7.90,2244.00,sandy_loam,north,Himachal Pradesh,rabi,drip,apple
SF-01916,58.90,34.30,65.40,15.10,65.20,6.00,997.80,47.20,3.17,6.80,1389.00,loam,hill,Sikkim,rabi,drip,apple
SF-00559,74.80,42.20,53.60,28.10,53.80,7.60,593.50,27.80,2.63,10.30,106.00,loam,south,Tamil Nadu,kharif,sprinkler,cotton
SF-00140,101.80,36.90,62.80,20.00,59.00,7.00,628.20,36.00,1.88,9.60,1054.00,silty_loam,central,Chhattisgarh,rabi,sprinkler,wheat
SF-01668,106.10,67.20,98.70,28.80,92.90,5.90,2184.00,66.40,2.91,9.50,443.00,black,east,West Bengal,perennial,flood,banana
SF-00532,74.80,41.30,62.30,30.90,56.30,7.70,906.60,42.70,2.03,9.40,1044.00,black,south,Karnataka,kharif,sprinkler,cotton
SF-00225,96.90,52.70,43.20,16.90,59.10,6.60,653.00,24.20,2.47,9.10,1392.00,loam,central,Chhattisgarh,rabi,canal,wheat
SF-00724,33.60,51.20,59.20,19.50,55.40,8.50,533.70,21.80,1.55,9.50,442.00,black,west,Gujarat,rabi,sprinkler,chickpea
SF-00787,24.20,48.60,42.90,19.10,31.10,7.20,585.60,31.80,1.16,9.00,386.00,sandy_loam,north,Jammu and Kashmir,rabi,sprinkler,chickpea
SF-01654,100.90,67.10,87.10,27.40,85.80,6.50,1740.90,69.20,2.47,8.60,161.00,loam,east,West Bengal,perennial,flood,banana
SF-01481,39.50,56.50,53.30,22.00,60.30,6.60,624.60,14.60,2.03,10.00,193.00,red,coastal,Kerala,kharif,sprinkler,groundnut
SF-00410,118.30,41.80,82.10,25.50,70.80,6.60,1781.00,62.00,2.82,10.00,201.00,loam,west,Gujarat,kharif,canal,sugarcane
SF-00326,78.80,40.10,55.00,25.80,77.80,6.80,503.20,42.00,2.21,9.50,661.00,loam,central,Madhya Pradesh,zaid,drip,maize
SF-01054,42.50,45.60,54.10,17.90,67.00,7.10,661.80,32.50,1.82,9.10,919.00,loam,hill,Jammu and Kashmir,rabi,drip,kidneybeans
SF-00300,95.30,27.50,48.70,27.90,57.90,6.40,1041.00,48.40,2.37,9.20,540.00,red,west,Goa,kharif,sprinkler,maize
SF-01274,34.90,51.70,34.50,29.60,71.40,7.50,788.30,30.10,1.35,10.60,654.00,loam,central,Madhya Pradesh,zaid,drip,mungbean
SF-01241,34.60,51.30,39.40,24.30,54.80,6.80,926.30,34.60,1.63,9.40,493.00,red,plateau,Karnataka,kharif,drip,mungbean
SF-00026,101.40,53.50,68.20,22.30,84.10,6.30,2144.80,80.10,1.64,7.10,498.00,silty_loam,south,Tamil Nadu,perennial,flood,rice
SF-01785,61.10,50.20,98.70,16.50,63.20,5.70,663.70,46.20,1.93,7.40,1356.00,sandy_loam,central,Madhya Pradesh,rabi,drip,potato
SF-00715,106.10,46.20,63.90,27.30,83.60,6.70,2352.80,62.70,3.36,8.00,349.00,clay,coastal,Goa,kharif,rainfed,jute
SF-00923,46.80,40.20,35.70,26.40,66.00,7.00,950.40,30.90,2.13,9.80,443.00,red,west,Maharashtra,kharif,drip,pigeonpea
SF-00194,110.50,44.40,52.80,20.90,66.30,7.30,551.90,33.50,2.15,8.40,937.00,alluvial,central,Chhattisgarh,rabi,canal,wheat
SF-00441,125.50,53.10,78.60,23.50,69.70,6.70,1994.90,59.90,3.05,11.10,675.00,black,south,Kerala,perennial,drip,sugarcane
SF-00574,79.60,38.10,56.50,27.90,43.00,7.00,655.80,30.40,2.04,10.70,191.00,black,central,Madhya Pradesh,kharif,sprinkler,cotton
SF-00504,67.80,28.50,66.80,24.80,63.40,7.80,786.20,34.80,1.37,10.90,396.00,red,central,Madhya Pradesh,kharif,drip,cotton
SF-00606,75.60,43.00,53.40,28.60,78.00,6.90,1690.50,70.90,2.22,8.00,518.00,alluvial,east,Jharkhand,kharif,flood,jute
SF-01126,28.80,38.30,42.60,11.40,56.70,7.20,395.80,24.70,1.38,9.00,809.00,silty_loam,east,Assam,rabi,rainfed,lentil
SF-01117,38.20,46.50,43.00,17.40,52.70,6.80,410.00,29.90,2.19,7.70,685.00,sandy_loam,east,Bihar,rabi,sprinkler,lentil
SF-01717,93.60,61.10,76.80,17.10,72.80,5.80,798.60,43.20,2.83,7.10,2621.00,sandy_loam,north,Jammu and Kashmir,rabi,sprinkler,potato
SF-00847,35.40,42.40,39.00,26.40,73.90,6.40,864.70,38.90,2.14,9.30,467.00,red,west,Gujarat,kharif,rainfed,pigeonpea
SF-00004,112.60,44.00,64.70,28.30,83.60,6.50,2101.20,74.20,2.53,7.70,505.00,clay,south,Andhra Pradesh,kharif,canal,rice
SF-01103,45.10,39.20,32.10,17.40,36.40,6.60,497.50,26.90,1.63,8.50,612.00,silty_loam,central,Chhattisgarh,rabi,rainfed,lentil
SF-01504,47.80,63.80,55.70,24.30,47.90,7.10,799.20,18.70,1.76,9.90,329.00,sandy_loam,plateau,Karnataka,kharif,drip,groundnut
SF-00468,108.50,53.80,81.80,29.80,79.80,6.70,1797.90,55.90,2.97,9.40,728.00,black,coastal,Andhra Pradesh,kharif,flood,sugarcane
SF-00322,82.20,37.30,59.00,19.60,56.70,7.00,596.60,47.00,2.70,9.30,673.00,sandy_loam,north,Jammu and Kashmir,zaid,sprinkler,maize
SF-00006,115.50,46.50,50.50,25.20,77.70,6.40,2082.60,74.30,2.32,7.60,504.00,clay,south,Karnataka,kharif,canal,rice
SF-00223,107.30,48.00,47.00,9.00,48.30,7.40,608.20,28.60,2.55,10.30,807.00,alluvial,plateau,Telangana,rabi,canal,wheat
SF-01319,27.50,52.30,41.40,25.60,60.40,6.50,534.90,36.50,1.68,9.90,560.00,sandy_loam,plateau,Jharkhand,kharif,rainfed,mungbean
SF-00548,70.90,35.90,74.00,25.90,62.60,6.60,836.40,38.70,2.10,10.20,616.00,black,central,Chhattisgarh,kharif,sprinkler,cotton
SF-00229,119.60,40.70,49.40,17.30,62.60,6.70,584.30,38.00,2.13,8.20,443.00,loam,north,Punjab,rabi,canal,wheat
SF-00040,121.10,48.20,64.90,31.90,80.60,6.00,1947.20,72.80,1.85,7.90,310.00,silty_loam,south,Karnataka,perennial,flood,rice
SF-00543,65.20,34.70,51.10,31.00,45.40,6.70,1021.20,29.50,1.69,9.90,674.00,black,south,Karnataka,kharif,drip,cotton
SF-00243,72.70,39.30,63.80,21.20,61.00,7.00,789.00,36.40,2.59,9.30,876.00,sandy_loam,plateau,Chhattisgarh,kharif,drip,maize
SF-00899,43.10,46.60,50.10,28.20,47.30,7.10,900.40,40.60,1.87,9.70,1089.00,black,central,Madhya Pradesh,kharif,rainfed,pigeonpea
SF-01789,84.80,47.20,72.90,19.30,66.70,5.60,740.70,45.30,2.25,8.60,1776.00,loam,central,Madhya Pradesh,rabi,sprinkler,potato
SF-00137,103.00,48.90,57.20,14.40,61.00,7.20,812.40,27.90,1.92,10.00,817.00,alluvial,plateau,Karnataka,rabi,canal,wheat
SF-01588,113.70,70.30,120.30,26.90,82.50,5.80,2137.40,50.60,2.26,8.80,124.00,loam,south,Kerala,perennial,flood,banana
SF-01687,80.10,49.20,93.00,23.80,70.30,5.10,654.80,46.60,2.28,8.50,1900.00,silty_loam,north,Himachal Pradesh,rabi,sprinkler,potato
SF-01780,98.40,47.70,112.70,18.60,69.30,5.50,953.30,44.10,1.83,9.00,1664.00,sandy_loam,north,Punjab,rabi,sprinkler,potato
SF-00947,38.40,47.10,60.00,26.80,52.80,6.80,1006.80,24.90,2.19,9.10,550.00,red,central,Madhya Pradesh,kharif,drip,pigeonpea
SF-00830,32.70,55.20,60.20,22.40,59.40,6.60,489.40,30.10,1.47,10.10,783.00,black,north,Haryana,rabi,rainfed,chickpea
SF-00446,118.30,47.80,73.80,30.70,73.20,6.70,2226.80,76.90,2.22,9.00,271.00,black,coastal,Kerala,kharif,flood,sugarcane
SF-00843,51.80,47.90,56.20,26.20,49.80,7.00,1079.00,27.30,1.76,10.30,405.00,loam,plateau,Maharashtra,kharif,rainfed,pigeonpea
SF-01044,41.30,52.90,48.00,21.40,55.00,7.30,642.70,34.50,1.86,8.60,462.00,loam,hill,Sikkim,rabi,sprinkler,kidneybeans
SF-01363,35.20,39.60,36.60,24.60,70.20,6.70,774.40,35.00,1.65,8.80,452.00,loam,coastal,Andhra Pradesh,kharif,drip,blackgram
SF-01108,32.10,52.40,43.90,18.60,42.60,7.40,526.40,26.60,1.88,7.70,1080.00,sandy_loam,hill,Sikkim,rabi,rainfed,lentil
SF-01754,72.30,56.80,84.80,19.80,76.20,5.90,684.10,53.00,2.48,7.50,1491.00,loam,central,Madhya Pradesh,rabi,drip,potato
SF-00582,77.90,34.30,69.80,26.60,57.30,6.80,790.00,19.90,1.66,10.60,415.00,black,west,Gujarat,kharif,sprinkler,cotton
SF-01695,79.00,44.30,110.70,17.20,70.20,5.80,865.20,39.00,2.62,6.70,1986.00,loam,central,Madhya Pradesh,rabi,sprinkler,potato
SF-01890,65.40,28.10,73.70,12.40,65.00,6.00,1398.10,46.60,3.08,7.30,2044.00,silty_loam,north,Jammu and Kashmir,perennial,drip,apple
SF-00662,94.80,44.00,58.80,28.50,81.40,7.00,2553.50,66.50,2.85,8.80,351.00,silty_loam,east,Bihar,kharif,rainfed,jute
SF-00437,138.70,48.60,65.20,30.50,72.10,6.30,1975.30,67.00,2.54,9.70,270.00,alluvial,central,Madhya Pradesh,kharif,canal,sugarcane
SF-01782,96.00,51.00,95.70,22.30,64.10,6.40,669.30,50.60,2.25,7.50,957.00,sandy_loam,hill,Himachal Pradesh,rabi,sprinkler,potato
SF-00377,109.80,51.80,57.90,28.80,71.50,6.50,1907.20,66.70,2.53,10.70,459.00,black,coastal,Andhra Pradesh,perennial,drip,sugarcane
SF-01420,37.40,38.00,43.00,28.20,65.90,6.90,760.40,27.00,2.40,9.40,849.00,loam,east,Jharkhand,kharif,drip,blackgram
SF-01788,74.80,48.90,105.10,20.30,68.80,6.30,733.60,51.20,2.32,8.70,1814.00,sandy_loam,central,Chhattisgarh,rabi,drip,potato
SF-00315,88.80,48.40,63.80,26.30,52.80,6.20,927.80,31.60,2.12,9.70,316.00,loam,north,Jammu and Kashmir,zaid,sprinkler,maize
SF-01671,110.60,49.60,93.80,30.90,89.80,6.00,1552.80,72.20,3.00,9.60,311.00,loam,south,Telangana,kharif,drip,banana
SF-00443,108.30,54.20,83.40,33.20,72.70,6.70,1785.00,64.90,3.20,10.30,820.00,alluvial,central,Chhattisgarh,perennial,canal,sugarcane
SF-01327,35.70,42.70,51.60,24.60,69.50,6.70,732.80,33.80,2.02,10.00,494.00,loam,south,Tamil Nadu,kharif,drip,blackgram
SF-00320,72.60,35.70,58.50,26.20,76.70,6.40,982.00,47.30,2.43,8.90,952.00,loam,central,Chhattisgarh,zaid,canal,maize
SF-00282,76.00,44.80,58.70,26.30,64.50,6.70,951.60,45.80,2.50,9.40,947.00,loam,north,Punjab,zaid,drip,maize
SF-00692,74.50,39.10,63.90,26.90,86.70,6.60,2141.10,73.70,2.99,8.60,231.00,clay,east,West Bengal,kharif,rainfed,jute
SF-01161,28.70,46.40,41.50,16.80,51.00,7.00,440.40,28.10,2.13,8.00,696.00,sandy_loam,hill,Himachal Pradesh,rabi,rainfed,lentil
SF-01447,38.80,40.40,42.00,23.10,63.60,6.90,723.30,24.40,1.67,11.00,254.00,red,coastal,Tamil Nadu,kharif,sprinkler,groundnut
SF-00425,114.90,35.30,76.70,33.30,77.30,6.90,1697.10,48.40,2.90,11.50,662.00,loam,central,Madhya Pradesh,kharif,canal,sugarcane
SF-00554,67.00,47.80,58.70,31.90,64.90,6.60,749.20,27.10,1.37,10.90,459.00,loam,west,Rajasthan,kharif,drip,cotton
SF-00595,61.50,35.60,49.80,27.90,51.30,6.70,961.50,32.20,2.08,10.40,495.00,red,west,Gujarat,kharif,drip,cotton
SF-01884,64.70,37.70,72.80,19.90,64.40,6.20,1056.70,44.20,3.34,8.60,2443.00,silty_loam,north,Haryana,perennial,drip,apple
SF-00369,109.40,48.90,66.60,28.00,77.80,6.60,1856.50,70.00,2.59,11.00,555.00,alluvial,south,Tamil Nadu,kharif,flood,sugarcane
SF-01734,99.60,46.60,106.70,18.10,85.60,5.90,622.00,43.80,2.67,7.60,1475.00,silty_loam,central,Madhya Pradesh,rabi,sprinkler,potato
SF-01336,36.30,47.20,41.10,23.40,76.00,6.60,956.50,34.10,2.42,9.90,774.00,black,east,West Bengal,kharif,drip,blackgram
SF-01019,36.30,54.40,57.80,19.30,61.40,6.90,583.30,28.60,1.86,7.80,249.00,red,hill,Arunachal Pradesh,kharif,drip,kidneybeans
SF-01708,97.50,53.20,108.30,21.60,68.60,5.30,726.40,48.30,2.27,7.90,1860.00,loam,hill,Sikkim,rabi,sprinkler,potato
SF-01554,47.10,48.00,60.70,27.80,54.60,6.80,743.40,27.60,1.38,11.60,590.00,sandy_loam,west,Rajasthan,zaid,drip,groundnut
SF-01507,52.00,47.90,36.90,24.30,53.60,6.10,805.70,20.50,1.95,10.30,727.00,sandy_loam,south,Tamil Nadu,zaid,drip,groundnut
SF-00228,119.30,46.80,50.10,20.60,61.10,7.60,488.80,31.10,1.85,8.30,1109.00,loam,central,Chhattisgarh,rabi,canal,wheat
SF-01770,79.10,62.60,102.10,14.20,78.40,6.00,716.20,44.50,2.69,6.30,1686.00,loam,north,Jammu and Kashmir,rabi,drip,potato
SF-01269,19.90,58.10,54.10,28.20,52.20,7.10,613.30,35.30,1.35,10.90,200.00,loam,plateau,Jharkhand,zaid,rainfed,mungbean
SF-01814,53.30,42.50,70.60,18.00,66.60,6.50,1388.80,46.60,3.42,7.20,1730.00,silty_loam,north,Himachal Pradesh,perennial,sprinkler,apple
SF-01053,41.20,31.90,39.10,18.80,69.30,7.00,590.60,27.70,2.04,7.80,1033.00,sandy_loam,hill,Uttarakhand,kharif,drip,kidneybeans
SF-00067,103.50,34.50,46.50,25.90,79.60,6.10,2058.80,68.10,2.94,7.10,256.00,alluvial,coastal,Andhra Pradesh,kharif,canal,rice
SF-00394,107.60,43.40,83.70,32.30,78.80,7.00,1305.70,68.50,2.79,10.80,523.00,black,south,Andhra Pradesh,perennial,drip,sugarcane
SF-00580,87.90,38.60,70.30,31.00,48.10,7.00,624.60,31.40,1.55,10.20,344.00,black,west,Goa,kharif,drip,cotton
SF-00025,114.40,39.30,61.90,25.10,79.80,6.70,2196.10,65.60,2.08,7.50,197.00,silty_loam,south,Tamil Nadu,kharif,canal,rice
SF-00212,93.90,38.40,48.70,20.20,61.00,7.10,623.20,35.50,1.79,9.30,1083.00,loam,central,Chhattisgarh,rabi,canal,wheat
SF-01862,43.70,42.30,55.30,16.10,68.70,6.10,1231.60,52.10,3.16,6.70,2635.00,silty_loam,hill,Uttarakhand,rabi,sprinkler,apple
SF-00145,82.60,39.50,45.10,19.50,61.30,6.30,608.00,28.00,2.43,8.70,1268.00,silty_loam,plateau,Jharkhand,rabi,canal,wheat
SF-00537,78.30,43.60,61.60,23.60,51.70,7.10,646.20,30.60,1.31,10.90,535.00,red,west,Maharashtra,kharif,drip,cotton
SF-00812,37.70,59.50,47.00,18.40,66.60,7.30,560.00,22.80,1.97,8.60,484.00,loam,north,Uttar Pradesh,rabi,sprinkler,chickpea
SF-01074,31.70,48.60,52.60,20.90,65.80,6.60,548.20,32.30,2.01,8.20,727.00,red,west,Goa,kharif,sprinkler,kidneybeans
SF-01030,36.80,51.30,56.30,19.60,59.40,7.10,641.60,31.40,1.41,8.90,984.00,sandy_loam,hill,Jammu and Kashmir,rabi,sprinkler,kidneybeans
SF-00086,102.40,47.60,69.00,29.20,80.50,6.60,2286.10,71.20,2.90,7.70,306.00,alluvial,east,Bihar,perennial,flood,rice
SF-01733,86.70,52.10,88.40,19.40,72.10,5.60,683.80,44.60,2.19,8.80,1340.00,sandy_loam,central,Madhya Pradesh,rabi,sprinkler,potato
SF-00273,81.10,55.60,51.40,23.30,49.60,7.10,991.20,55.10,1.74,10.40,618.00,loam,west,Rajasthan,kharif,canal,maize
SF-00953,48.60,44.60,44.80,26.00,47.70,6.80,918.20,37.10,2.18,9.00,200.00,loam,central,Chhattisgarh,kharif,rainfed,pigeonpea
SF-01234,29.80,54.80,39.40,24.60,72.10,6.70,692.10,25.80,1.61,9.80,229.00,loam,south,Andhra Pradesh,kharif,rainfed,mungbean
SF-01713,89.70,53.10,82.90,22.10,69.80,5.30,878.40,46.40,2.60,7.90,2497.00,loam,hill,Uttarakhand,rabi,sprinkler,potato
SF-01059,42.30,53.80,49.50,22.90,64.70,6.60,608.50,25.10,1.98,9.00,1189.00,sandy_loam,hill,Arunachal Pradesh,rabi,sprinkler,kidneybeans
SF-01735,82.80,45.60,111.60,15.20,71.10,5.90,748.60,37.20,1.94,7.80,1175.00,loam,central,Chhattisgarh,rabi,sprinkler,potato
SF-00631,82.60,54.20,78.60,32.40,90.30,6.70,2465.90,69.40,2.10,9.40,515.00,silty_loam,coastal,Odisha,kharif,flood,jute
SF-00985,43.90,36.90,44.70,21.40,53.80,6.10,606.80,32.40,2.01,9.00,447.00,loam,central,Chhattisgarh,kharif,sprinkler,kidneybeans
SF-01318,29.00,31.80,38.10,29.80,63.10,6.70,594.00,22.30,2.20,9.40,411.00,red,central,Chhattisgarh,kharif,drip,mungbean
SF-01829,57.70,48.50,51.40,20.00,61.00,6.20,1135.80,42.30,2.85,7.30,1720.00,sandy_loam,hill,Uttarakhand,perennial,drip,apple
SF-01899,66.70,28.40,55.30,10.60,67.20,6.20,938.50,46.10,2.65,7.20,1626.00,loam,hill,Arunachal Pradesh,rabi,drip,apple
SF-01317,31.80,37.50,39.30,25.60,60.40,7.00,750.50,36.80,1.63,10.40,640.00,red,central,Madhya Pradesh,kharif,drip,mungbean
SF-01260,31.30,43.70,43.20,26.70,64.10,6.60,952.80,31.20,1.93,9.10,694.00,loam,south,Kerala,kharif,drip,mungbean
SF-00506,79.90,35.40,61.50,25.70,45.30,6.50,756.60,33.80,1.15,10.50,816.00,black,south,Karnataka,kharif,drip,cotton
SF-00274,100.30,44.90,54.70,26.90,56.90,6.40,782.40,28.40,2.49,10.20,425.00,loam,central,Madhya Pradesh,zaid,canal,maize
SF-01005,35.20,48.70,42.00,17.30,55.90,6.60,585.40,29.50,2.13,9.30,1485.00,sandy_loam,west,Maharashtra,kharif,sprinkler,kidneybeans
SF-00508,84.90,42.80,55.10,25.10,42.50,7.60,703.40,40.20,1.91,10.70,436.00,loam,central,Chhattisgarh,kharif,sprinkler,cotton
SF-01263,31.20,50.60,50.60,30.40,65.00,6.70,405.30,34.40,1.04,8.30,466.00,loam,south,Karnataka,kharif,drip,mungbean
SF-00363,110.60,47.60,77.60,28.90,81.10,6.60,1467.90,72.40,2.44,9.50,438.00,loam,coastal,Tamil Nadu,perennial,drip,sugarcane
SF-01551,40.50,44.00,50.80,26.00,52.90,6.40,792.70,29.40,1.76,10.50,346.00,loam,plateau,Jharkhand,kharif,drip,groundnut
SF-01106,42.50,39.00,43.50,14.10,54.30,6.90,460.00,19.10,2.00,8.60,798.00,silty_loam,hill,Uttarakhand,rabi,rainfed,lentil
SF-00623,101.00,35.40,54.40,29.20,86.90,6.70,2217.20,70.50,2.59,8.30,288.00,silty_loam,coastal,Odisha,kharif,flood,jute
SF-00003,111.40,49.70,82.60,27.00,79.80,6.00,2191.20,77.10,2.45,7.00,263.00,alluvial,south,Karnataka,perennial,canal,rice
SF-00007,104.10,45.50,51.30,29.20,80.10,6.30,2160.20,72.80,2.78,7.40,329.00,alluvial,east,Jharkhand,perennial,canal,rice
SF-01170,29.00,48.60,37.60,15.60,56.80,7.30,412.90,23.00,2.25,8.90,628.00,loam,central,Madhya Pradesh,rabi,rainfed,lentil
SF-00312,96.70,46.10,49.10,22.90,57.80,6.90,704.20,42.20,2.45,9.40,853.00,red,west,Maharashtra,zaid,canal,maize
SF-01300,30.10,44.90,39.40,32.10,69.80,6.70,584.20,40.50,1.79,9.40,823.00,sandy_loam,south,Tamil Nadu,zaid,rainfed,mungbean
SF-01031,36.30,43.50,46.10,27.40,69.10,6.40,858.30,28.20,1.86,9.10,325.00,loam,north,Uttarakhand,kharif,drip,kidneybeans
SF-00666,66.80,40.80,63.50,32.40,92.00,6.30,2055.30,60.20,3.19,9.10,401.00,alluvial,coastal,Andhra Pradesh,kharif,rainfed,jute
SF-00365,110.30,46.20,84.50,21.90,66.80,6.10,1528.10,54.90,2.08,9.40,72.00,black,west,Maharashtra,kharif,flood,sugarcane
SF-00078,107.50,52.60,57.30,30.00,86.00,6.00,2273.20,74.40,2.54,7.00,257.00,clay,south,Telangana,perennial,canal,rice
SF-00028,106.30,55.20,55.50,25.90,83.60,6.50,2052.60,78.30,2.86,8.00,492.00,alluvial,south,Telangana,perennial,canal,rice
SF-01381,36.30,50.70,36.60,27.20,56.50,6.90,751.30,36.60,1.62,9.40,234.00,black,east,Jharkhand,kharif,rainfed,blackgram
SF-00526,90.00,43.20,61.70,32.20,44.00,6.90,1050.70,22.80,1.93,10.80,910.00,loam,south,Kerala,kharif,sprinkler,cotton
SF-01762,87.90,45.20,90.30,20.90,71.90,6.10,881.70,49.10,2.03,7.30,2305.00,loam,north,Haryana,rabi,sprinkler,potato
SF-00056,92.30,35.80,71.90,31.00,77.20,5.70,2072.70,75.80,3.25,7.80,338.00,silty_loam,east,Assam,kharif,flood,rice
SF-00639,93.20,44.10,67.10,30.60,80.40,7.10,2126.00,63.80,3.12,9.40,388.00,clay,east,Odisha,kharif,rainfed,jute
SF-00303,77.90,46.30,53.00,23.10,53.40,6.70,980.60,41.70,2.95,10.40,523.00,loam,north,Uttar Pradesh,kharif,drip,maize
SF-00719,77.80,45.90,51.30,29.40,89.70,6.50,2077.40,61.90,2.51,10.10,463.00,alluvial,east,West Bengal,kharif,rainfed,jute
SF-00625,89.50,49.30,58.30,29.30,87.40,6.50,2202.50,71.70,2.10,8.70,343.00,alluvial,coastal,Kerala,kharif,rainfed,jute
SF-00008,93.90,40.60,53.20,29.00,77.80,6.10,2347.70,67.80,2.81,6.90,366.00,alluvial,south,Tamil Nadu,kharif,canal,rice
SF-00804,35.90,41.70,44.20,25.30,54.40,7.20,509.40,27.40,1.99,9.20,984.00,loam,west,Goa,rabi,rainfed,chickpea
SF-00337,71.00,42.50,59.90,32.20,58.00,6.60,766.00,41.30,2.33,9.50,872.00,sandy_loam,plateau,Jharkhand,zaid,sprinkler,maize
SF-00048,103.70,37.40,59.60,27.30,81.50,5.90,2182.80,73.30,1.88,7.90,742.00,clay,coastal,Goa,perennial,flood,rice
SF-01423,43.50,47.40,36.80,29.40,68.70,6.60,779.10,32.90,1.80,9.40,794.00,loam,coastal,Kerala,kharif,drip,blackgram
SF-00107,116.10,50.90,69.50,27.30,77.70,6.00,1675.20,71.50,2.47,7.20,-93.00,clay,east,West Bengal,kharif,canal,rice
SF-00350,89.00,36.60,61.60,23.00,55.00,6.00,621.80,34.40,1.81,9.70,300.00,loam,north,Uttar Pradesh,zaid,sprinkler,maize
SF-00239,93.00,58.30,50.80,17.70,55.40,7.00,737.00,31.90,2.59,9.60,879.00,silty_loam,plateau,Chhattisgarh,rabi,sprinkler,wheat
SF-00214,103.10,46.40,58.60,12.50,59.10,7.20,542.60,32.50,1.96,10.70,1361.00,loam,north,Uttarakhand,rabi,sprinkler,wheat
SF-01203,37.90,39.20,35.40,29.10,56.70,6.60,467.90,34.00,2.23,8.90,713.00,loam,south,Tamil Nadu,kharif,rainfed,mungbean
SF-01092,34.60,51.30,44.70,24.20,59.30,6.70,459.30,22.70,1.61,7.60,661.00,silty_loam,east,Jharkhand,rabi,rainfed,lentil
SF-00794,27.00,46.70,53.10,19.10,44.00,7.60,579.70,24.90,1.49,9.70,542.00,sandy_loam,west,Gujarat,rabi,rainfed,chickpea
SF-01882,53.50,40.60,81.10,10.70,68.70,6.10,1643.20,45.90,3.44,7.60,1944.00,sandy_loam,north,Uttar Pradesh,rabi,sprinkler,apple
SF-01610,107.70,51.10,107.00,31.20,83.90,6.00,2011.70,59.20,3.59,10.60,638.00,black,south,Tamil Nadu,kharif,drip,banana
SF-00524,65.30,39.40,61.10,31.50,66.80,7.30,1041.00,36.50,2.28,11.70,698.00,black,south,Telangana,kharif,drip,cotton
SF-00233,120.70,43.40,50.40,17.00,58.80,7.10,866.30,28.10,2.29,9.60,342.00,alluvial,central,Madhya Pradesh,rabi,sprinkler,wheat
SF-00645,91.10,40.80,54.90,30.90,77.10,6.10,2150.90,70.60,2.79,8.20,216.00,alluvial,east,West Bengal,kharif,rainfed,jute
SF-01451,37.10,47.20,55.50,23.70,49.90,6.60,936.30,29.90,1.52,10.80,399.00,red,south,Karnataka,zaid,sprinkler,groundnut
SF-00534,67.00,37.80,69.80,21.40,56.80,6.90,682.50,34.30,2.13,11.10,472.00,red,south,Karnataka,kharif,sprinkler,cotton
SF-01842,74.20,35.60,59.40,12.70,59.90,6.50,523.00,41.90,3.85,7.30,2502.00,loam,north,Himachal Pradesh,rabi,drip,apple
SF-00604,100.10,36.90,61.80,29.00,81.40,6.90,2189.60,69.50,2.63,8.40,296.00,clay,east,Bihar,kharif,rainfed,jute
SF-01162,24.10,45.20,43.00,16.00,49.90,7.20,527.90,23.30,1.38,8.40,1339.00,silty_loam,east,Assam,rabi,rainfed,lentil
SF-01250,38.20,37.20,58.30,27.30,65.50,6.50,842.80,31.80,1.63,9.10,444.00,sandy_loam,west,Goa,kharif,drip,mungbean
SF-00061,106.30,41.00,59.50,28.50,81.40,6.10,2108.00,66.90,2.24,7.70,333.00,clay,coastal,Kerala,perennial,flood,rice
SF-01211,35.90,44.30,38.90,32.10,61.60,7.10,853.40,39.20,1.97,9.50,487.00,red,central,Madhya Pradesh,zaid,rainfed,mungbean
SF-00093,113.30,55.60,74.50,25.50,91.30,6.10,2289.50,70.40,2.33,6.40,371.00,alluvial,south,Andhra Pradesh,kharif,flood,rice
SF-00667,107.60,48.50,63.80,28.30,88.20,7.00,2098.40,67.80,3.05,9.50,241.00,silty_loam,coastal,Kerala,kharif,rainfed,jute
SF-00281,77.30,35.10,59.40,24.30,61.20,6.90,829.30,38.30,2.36,9.90,563.00,red,plateau,Karnataka,kharif,canal,maize
SF-01068,30.80,48.00,43.30,20.00,65.00,6.70,544.30,21.70,1.95,8.50,749.00,sandy_loam,west,Rajasthan,rabi,drip,kidneybeans
SF-00360,86.90,57.90,57.50,29.70,71.30,6.80,705.70,46.60,1.70,10.50,650.00,red,central,Chhattisgarh,kharif,canal,maize
SF-01880,66.40,40.60,57.60,14.70,64.60,6.50,992.70,41.50,2.89,8.70,1859.00,loam,hill,Sikkim,rabi,drip,apple
SF-01636,126.50,51.90,88.30,26.90,96.50,6.20,1993.50,52.90,3.40,8.40,266.00,alluvial,east,Assam,perennial,flood,banana
SF-00848,41.70,40.30,38.50,27.80,48.30,6.70,786.40,34.50,1.83,9.70,166.00,red,plateau,Jharkhand,kharif,drip,pigeonpea
